directory,metric,authors,bibliographies,content_tables,figures,id,keywords,pagination,rights,section_titles,tables,themes
ae49,soft_precision,0.8953200000000001,0.8993600000000005,,0.03668627450980392,0.0,,0.0,0.0,0.6653699999999998,0.036231884057971016,0.0
ae49,soft_recall,0.92251,0.8304500000000001,,0.044294117647058824,0.0,,0.0,0.0,0.7849299999999999,0.017623188405797102,0.0
ae49,soft_avg_similarity,0.8718400000000004,0.8277300000000003,,0.05411764705882353,0.0,,0.0,0.0,0.7414600000000003,0.0,0.0
ae49,levenshtein_precision,0.8953200000000001,0.9004900000000005,,0.03668627450980392,0.0,,0.0,0.0,0.6653699999999998,0.036231884057971016,0.0
ae49,levenshtein_recall,0.92251,0.8314500000000001,,0.044294117647058824,0.0,,0.0,0.0,0.7849299999999999,0.017623188405797102,0.0
ae49,levenshtein_avg_similarity,0.8757700000000003,0.8287999999999998,,0.05411764705882353,0.0,,0.0,0.0,0.7414600000000003,0.0,0.0
cqd27,soft_precision,0.09,0.9012499999999999,,0.24585333333333334,0.0,0.9295714285714285,0.0,0.0,0.84601,0.0,0.0
cqd27,soft_recall,0.085,0.80293,,0.20488,0.0,0.8821428571428571,0.0,0.0,0.8242499999999998,0.0,0.0
cqd27,soft_avg_similarity,0.07338,0.7986699999999999,,0.20446666666666669,0.0,0.8768571428571427,0.0,0.0,0.8204799999999998,0.0,0.0
cqd27,levenshtein_precision,0.09,0.9054499999999999,,0.24585333333333334,0.0,0.9295714285714285,0.0,0.0,0.84601,0.0,0.0
cqd27,levenshtein_recall,0.085,0.8064999999999999,,0.20488,0.0,0.8821428571428571,0.0,0.0,0.8242499999999998,0.0,0.0
cqd27,levenshtein_avg_similarity,0.07344,0.80246,,0.20497333333333334,0.0,0.8768571428571427,0.0,0.0,0.8204799999999998,0.0,0.0
haf18,soft_precision,0.726,,,0.1898108108108108,0.0,,0.0,0.0,0.8108020833333334,0.0,0.0
haf18,soft_recall,0.73,,,0.3599189189189189,0.0,,0.0,0.0,0.38074999999999987,0.0,0.0
haf18,soft_avg_similarity,0.6948700000000001,,,0.2863783783783784,0.0,,0.0,0.0,0.3803437499999999,0.0,0.0
haf18,levenshtein_precision,0.726,,,0.1898108108108108,0.0,,0.0,0.0,0.8108020833333334,0.0,0.0
haf18,levenshtein_recall,0.73,,,0.3599189189189189,0.0,,0.0,0.0,0.38074999999999987,0.0,0.0
haf18,levenshtein_avg_similarity,0.6950400000000001,,,0.2863783783783784,0.0,,0.0,0.0,0.3803437499999999,0.0,0.0
2cols,soft_precision,0.7372340425531916,0.8338139534883721,0.0,0.3477435897435898,0.24489795918367346,0.72046875,0.0,0.0,0.7342727272727273,0.0,0.0
2cols,soft_recall,0.8607659574468086,0.7899767441860466,0.0,0.3831025641025641,0.24489795918367346,0.4551875,0.0,0.0,0.8272045454545455,0.0,0.0
2cols,soft_avg_similarity,0.7779574468085106,0.7847209302325581,0.0,0.5836410256410256,0.4897959183673469,0.4541875000000001,0.0,0.0,0.785409090909091,0.0,0.0
2cols,levenshtein_precision,0.7372340425531916,0.8377674418604651,0.045454545454545456,0.3477435897435898,0.24489795918367346,0.72046875,0.0,0.0,0.7342727272727273,0.0,0.0
2cols,levenshtein_recall,0.8607659574468086,0.7937209302325584,0.005681818181818182,0.3831025641025641,0.24489795918367346,0.4551875,0.0,0.0,0.8272045454545455,0.0,0.0
2cols,levenshtein_avg_similarity,0.7785531914893619,0.7886046511627907,0.004727272727272727,0.5836666666666667,0.4897959183673469,0.4541875000000001,0.0,0.0,0.785409090909091,0.0,0.0
